url-id|url|fetchStart|connectStart|responseStart|SpeedIndex|VC85|fcp|lcp-load|lcp-render|lcp-element
134|http://javahery.blogfa.com|11|31|207|710|567|517|2566|2566|""http://www.blogfa.com/b/18C01217274.gif""
135|http://jha.ppj.unp.ac.id|3092|3092|3748|4577|4900|4391|4864|4876|""http://jha.ppj.unp.ac.id/public/journals/1/pageHeaderLogoImage_en_US.png""
136|http://jikei1-y.sakura-g.ac.jp|10|260|986|2620|3267|1619|3048|3054|""http://jikei1-y.sakura-g.ac.jp/wordpress/wp-content/uploads/2022/01/omise-1349x447.jpg""
137|http://jinnouchitaizo.com|11|236|717|1376|1400|1152|1509|1519|""http://jinnouchitaizo.com/img/topph01.jpg""
138|http://jkfnagano01.web.fc2.com|11|97|143|316|334|261|429|455|""http://jkfnagano01.web.fc2.com/BIGHAT_front_obi2.jpg""
139|http://jo.china-embassy.gov.cn|8|886|1573|2778|2934|2507|2627|2641|""http://jo.china-embassy.gov.cn/gdtp/201911/W020210619160463288772.jpg""
140|http://journal.healthpolicy.cn|2|2|388|3750|4067|1200|1991|2001|""http://journal.healthpolicy.cn/ch/ext_images/bannter1.jpg""
141|http://journal.sinov.id|12|627|1279|2097|3034|1769|3335|3336|""http://journal.sinov.id/public/site/pageHeaderTitleImage_en_US.png""
142|http://jpt.isca.ac.ir|9|871|1443|4052|5034|3345|3345|3367|""http://jpt.isca.ac.ir/data/jpt/coversheet/head_fa.jpg""
143|http://kakuretenai.blog103.fc2.com|10|54|277|760|834|501|796|796|""https://blog-imgs-32.fc2.com/k/a/k/kakuretenai/bggggggggggt.gif""
144|http://kansou.io|9|831|1503|3141|3100|3055|3400|3406|""http://kansou.io/image/concept01.png""
145|http://kapunaidusurnames.blogspot.com|12|49|226|756|834|540|531|531|""https://resources.blogblog.com/blogblog/data/1kt/transparent/white80.png""
